Order ID,Customer ID,Customer Name,Product ID,Product Name,Category,Sub Category,Brand,Supplier,Store,Country,State,City,Sales Representative,Order Date,Ship Date,Quantity,Unit Price,Discount %,Tax %,Payment Method,Currency,Order Status,Shipping Method,Promo Code,Customer Type
O1109,C133, Ana Lopez,P1086,Puma Bag,Fashion,Bag,Puma,GlobalTrade,Online,Philippines,NCR,manila,Cara Lim,2025-06-10,2025-06-14,5,2152.59,5,12,Cash Payment,PHP,Cancelled,Express,SAVE10,Retail
O1110,C120,PEDRO REYES,,Puma Bag,Fashion,Bag,Puma,ABC Supply,Online,USA,CA, Los Angeles ,Alice Cruz,2025-12-09,2025-12-16,6,3438.95,5,12,Cash,USD,Cancelled,Express,,Retail
O1111,C105,Juan Dela Cruz,P1039,Lenovo Laptop,Electronics,Laptop,Lenovo,GlobalTrade,Central Mall,Philippines,Cebu, Cebu City ,Cara Lim,2025-08-15,2025-08-22,8,2368.42,15,12,GCash,PHP,Completed,Same Day,VIP20,Retail
O1112,C116, Ana Lopez,P1006,IKEA Table,Home,Table,IKEA,ABC Supply,North Hub,Philippines,NCR,manila,Cara Lim,2025-03-14,2025-03-15,3,2032.36,0,12,CASH,PHP,Completed,Express,,VIP
O1113,C132,Maria Santos,P1053,Philips Lamp,Home,Lamp,Philips,GlobalTrade,Central Mall,Philippines,Cebu, Cebu City ,Alice Cruz,2026-01-20,2026-01-23,1,3506.55,10,12,Credit Card,PHP,Returned,Standard,SAVE10,Retail
O1114,C108,mArIa  cruz,P1057,Philips Lamp,Home,Lamp,Philips,ABC Supply,Central Mall,USA,CA,LOS ANGELES,Dan Tan,2025-02-25,2025-03-03,9,-4111.96,5,12,Cash,USD,Completed,Standard,SAVE10,Wholesale
O1115,,Maria Santos,P1038,Puma Bag,Fashion,Bag,Puma,Prime Goods,Central Mall,Philippines,Cebu,Cebu City,Dan Tan,2025-05-11,2025-05-17,5,3218.29,15,12,PayPal,PHP,Cancelled,Same Day,SAVE10,VIP
O1116,C116, Ana Lopez,P1005,Nike Shirt,Fashion,Shirt,Nike,ABC Supply,Online,Philippines,NCR,mAnIlA,Alice Cruz,2025-12-22,2025-12-28,9,1210.01,0,12,Credit Card,PHP,Pending,Standard,SAVE10,Retail
O1117,,Juan Dela Cruz,P1077,Puma Bag,Fashion,Bag,Puma,ABC Supply,Online,Philippines,Cebu,Cebu City,Bob Reyes,2026-02-27,2026-03-05,5,2712.98,5,12,Cash,PHP,Completed,Standard,SAVE10,Retail
O1118,C107,Juan Dela Cruz,P1086,Philips Lamp,Home,Lamp,Philips,ABC Supply,North Hub,Philippines,Cebu,cebu city,Bob Reyes,2025-03-01,2025-03-08,6,2529.17,5,12,GCash,PHP,Cancelled,Express,SAVE10,Retail
O1119,C165, Ana Lopez,P1039,Adidas Shoes,Fashion,Shoes,Adidas,GlobalTrade,Central Mall,Philippines,NCR,Manila,Cara Lim,2026-01-15,2026-01-22,8,347.07,0,12,cash,PHP,Returned,Express,,Retail
O1120,C169,Maria Santos,P1017,Sony Headphones,Electronics,Headphones,Sony,GlobalTrade,North Hub,Philippines,NCR,mAnIlA,Cara Lim,2025-06-27,2025-06-29,1,4049.9,5,12,PayPal,PHP,Pending,Express,VIP20,Retail
O1121,C107, Ana Lopez,P1058,Samsung Phone,Electronics,Phone,Samsung,ABC Supply,North Hub,Philippines,Cebu, Cebu City ,Cara Lim,2026-02-25,2026-03-03,4,3789.99,5,12,cash,PHP,Completed,Same Day,,VIP
O1122,C147,Maria Santos,P1091,Samsung Phone,Electronics,Phone,Samsung,GlobalTrade,North Hub,Philippines,NCR,mAnIlA,Alice Cruz,2025-03-06,2025-03-13,1,168.14,15,12,PayPal,PHP,Returned,Standard,SAVE10,VIP
O1123,C169,mArIa  cruz,P1090,Samsung Phone,Electronics,Phone,Samsung,ABC Supply,North Hub,Philippines,Cebu,Cebu City,Alice Cruz,2025-04-02,2025-04-03,7,3356.29,0,12,PayPal,PHP,Returned,Standard,VIP20,VIP
O1124,C160,PEDRO REYES,P1048,Lenovo Laptop,Electronics,Laptop,Lenovo,Prime Goods,Online,USA,CA,los angeles,Dan Tan,2025-07-12,2025-07-15,1,467.55,0,12,Cash Payment,USD,Pending,Express,SAVE10,VIP
O1125,C119,PEDRO REYES,P1046,Nike Shirt,Fashion,Shirt,Nike,Prime Goods,Online,Philippines,Cebu,Cebu City,Alice Cruz,2026-03-09,2026-03-11,7,3606.77,15,12,PayPal,PHP,Returned,Standard,SAVE10,Retail
O1126,C123,mArIa  cruz,P1065,Nike Shirt,Fashion,Shirt,Nike,ABC Supply,Central Mall,Philippines,Cebu, Cebu City ,Dan Tan,2025-10-20,2025-10-25,2,1751.18,10,12,cash,PHP,Pending,Standard,VIP20,Wholesale
O1127,C108,Juan Dela Cruz,P1038,IKEA Chair,Home,Chair,IKEA,ABC Supply,Online,USA,CA, Los Angeles ,Bob Reyes,2025-05-14,2025-05-15,1,2348.45,0,12,PayPal,USD,Returned,Express,SAVE10,Wholesale
O1128,C131,Maria Santos,P1098,Samsung Phone,Electronics,Phone,Samsung,GlobalTrade,Online,Philippines,NCR,manila,Bob Reyes,2026-02-24,2026-02-26,1,1023.04,15,12,GCash,PHP,Completed,Standard,,Retail
O1129,C142, Ana Lopez,P1079,Puma Bag,Fashion,Bag,Puma,GlobalTrade,Central Mall,Philippines,NCR, Manila ,Dan Tan,2026-01-28,2026-02-03,4,1022.65,15,12,Cash Payment,PHP,Returned,Same Day,,Retail
O1130,C128,Maria Santos,P1004,Philips Lamp,Home,Lamp,Philips,GlobalTrade,Central Mall,USA,CA,Los Angeles,Alice Cruz,2026-05-13,2026-05-18,7,461.62,5,12,Credit Card,USD,Completed,Standard,,VIP
O1131,C122,mArIa  cruz,P1014,Adidas Shoes,Fashion,Shoes,Adidas,Prime Goods,North Hub,Philippines,Cebu, Cebu City ,Cara Lim,2026-01-21,2026-01-27,8,509.62,10,12,PayPal,PHP,Returned,Express,SAVE10,Wholesale
O1132,C150,Juan Dela Cruz,P1016,Philips Lamp,Home,Lamp,Philips,GlobalTrade,North Hub,USA,CA,los angeles,Dan Tan,2025-04-19,2025-04-23,2,1195.76,5,12,PayPal,USD,Returned,Standard,VIP20,VIP
O1133,C119,Juan Dela Cruz,P1041,IKEA Table,Home,Table,IKEA,ABC Supply,Central Mall,USA,CA,LOS ANGELES,Dan Tan,2025-12-11,2025-12-18,7,736.27,15,12,PayPal,USD,Cancelled,Same Day,VIP20,Wholesale
O1134,C167,Juan Dela Cruz,P1044,IKEA Chair,Home,Chair,IKEA,ABC Supply,North Hub,USA,CA,Los Angeles,Cara Lim,2025-01-12,2025-01-17,6,4230.24,0,12,cash,USD,Pending,Standard,SAVE10,VIP
O1135,C140, Ana Lopez,P1003,IKEA Chair,Home,Chair,IKEA,Prime Goods,North Hub,Philippines,Cebu, Cebu City ,Cara Lim,2025-06-10,2025-06-15,1,247.43,0,12,cash,PHP,Completed,Same Day,,Wholesale
O1136,C153, Ana Lopez,P1023,Lenovo Laptop,Electronics,Laptop,Lenovo,Prime Goods,North Hub,USA,CA,LOS ANGELES,Cara Lim,2025-10-16,2025-10-22,4,4828.52,5,12,Credit Card,USD,Cancelled,Same Day,SAVE10,Wholesale
O1137,C137,Juan Dela Cruz,P1073,Nike Shirt,Fashion,Shirt,Nike,ABC Supply,North Hub,Philippines,Cebu,Cebu City,Dan Tan,2025-04-09,2025-04-10,6,4871.38,5,12,GCash,PHP,Pending,Same Day,VIP20,VIP
O1138,C102, Ana Lopez,P1057,IKEA Table,Home,Table,IKEA,ABC Supply,Central Mall,USA,CA,Los Angeles,Alice Cruz,2025-04-03,2025-04-04,4,1061.42,10,12,CASH,USD,Completed,Express,,Retail
O1139,C106,Juan Dela Cruz,P1001,Sony Headphones,Electronics,Headphones,Sony,Prime Goods,Central Mall,Philippines,NCR,manila,Cara Lim,2025-02-03,2025-02-10,1,4701.15,0,12,Credit Card,PHP,Completed,Express,VIP20,VIP
O1140,C119, Ana Lopez,P1063,Lenovo Laptop,Electronics,Laptop,Lenovo,ABC Supply,Central Mall,USA,CA,Los Angeles,Bob Reyes,2025-03-01,2025-03-03,3,4996.63,0,12,Credit Card,USD,Returned,Same Day,,Retail
O1141,C139,Juan Dela Cruz,P1004,Puma Bag,Fashion,Bag,Puma,ABC Supply,Online,Philippines,NCR,manila,Cara Lim,2025-05-07,2025-05-12,8,2254.22,15,12,Cash Payment,PHP,Cancelled,Standard,,Wholesale
O1142,C126, Ana Lopez,P1078,Puma Bag,Fashion,Bag,Puma,Prime Goods,North Hub,Philippines,Cebu,Cebu City,Cara Lim,2026-03-01,2026-03-05,7,1749.08,0,12,cash,PHP,Cancelled,Same Day,VIP20,VIP
O1143,C126,mArIa  cruz,P1029,Samsung Phone,Electronics,Phone,Samsung,ABC Supply,Online,USA,CA,Los Angeles,Alice Cruz,2026-03-12,2026-03-16,1,1349.69,15,12,PayPal,USD,Returned,Standard,VIP20,Retail
O1144,C164,mArIa  cruz,P1036,Lenovo Laptop,Electronics,Laptop,Lenovo,GlobalTrade,Central Mall,Philippines,NCR, Manila ,Bob Reyes,2026-05-11,2026-05-15,5,3132.54,10,12,cash,PHP,Pending,Express,VIP20,Wholesale
O1145,C125,Juan Dela Cruz,P1093,Sony Headphones,Electronics,Headphones,Sony,ABC Supply,Online,Philippines,NCR,Manila,Bob Reyes,2025-01-14,2025-01-18,8,4065.01,10,12,GCash,PHP,Completed,Express,SAVE10,Wholesale
O1146,C165,Juan Dela Cruz,P1070,Adidas Shoes,Fashion,Shoes,Adidas,GlobalTrade,Online,USA,CA,Los Angeles,Bob Reyes,2026-01-14,2026-01-15,7,4314.81,0,12,Cash Payment,USD,Cancelled,Standard,VIP20,VIP
O1147,C107,Maria Santos,P1038,Adidas Shoes,Fashion,Shoes,Adidas,ABC Supply,Online,Philippines,Cebu,cebu city,Cara Lim,2025-09-12,2025-09-13,1,1079.45,10,12,Cash,PHP,Cancelled,Same Day,VIP20,VIP
O1148,C115, Ana Lopez,P1090,Adidas Shoes,Fashion,Shoes,Adidas,GlobalTrade,Central Mall,Philippines,NCR,manila,Alice Cruz,2025-10-31,2025-11-07,7,4713.06,15,12,Cash Payment,PHP,Completed,Standard,,Wholesale
O1149,C155,mArIa  cruz,P1080,Lenovo Laptop,Electronics,Laptop,Lenovo,GlobalTrade,Online,Philippines,Cebu,cebu city,Bob Reyes,2025-01-26,2025-01-30,4,4399.52,5,12,PayPal,PHP,Cancelled,Standard,,Retail
